Fecha,Producto,Volumen_Hoy,Volumen_7Dias,Precio_Ayer,Precio_7Dias,Precio_Hoy_Kg
2020-01-06,NARANJA VALENCIA,142,51,23.5,23.46,23.0
2020-01-06,NARANJA WASHINGTON NAVAL,13,17,2.53,2.59,2.53
2020-01-06,NONI,7,5,1.7,1.64,1.68
2020-01-06,PACAE DE SEDA,4,2,4.35,4.39,4.38
2020-01-06,PALTA CRIOLLA,14,11,20.25,21.46,20.25
2020-01-06,PALTA FUERTE,51,45,4.93,4.54,5.65
2020-01-06,PALTA HALL,15,11,21.0,22.25,21.5
2020-01-06,PALTA HASS,14,11,4.6,4.62,4.58
2020-01-06,PALTA LINDA,10,8,26.5,27.75,26.75
2020-01-06,PALTA NAVAL,4,4,5.4,5.43,5.45
2020-01-06,PALTA QUEEN,4,6,5.4,5.37,5.35
2020-01-06,PAPAYA (COSTA),7,8,23.0,21.29,21.75
2020-01-06,PAPAYA (SELVA),173,117,24.5,23.86,22.75
2020-01-06,PEPINO RAYADO O MELON,20,41,1.38,1.38,1.43
2020-01-06,PERA AGUA ITALIANA,13,14,43.0,43.5,43.5
2020-01-06,PERA AGUA PACKAM IMPORTADO,13,14,82.5,83.25,84.25
2020-01-06,PITAHAYA,5,6,20.0,18.71,20.5
2020-01-06,PIÑA CRIOLLA (SELVA),49,40,15.25,14.93,15.0
2020-01-06,PIÑA GOLDEN,89,55,26.0,23.82,26.5
2020-01-06,PIÑA HAWAIANA,49,35,1.63,1.62,1.53
2020-01-06,PLATANO BELLACO,53,71,56.5,56.82,56.5
2020-01-06,PLATANO BIZCOCHO,85,79,13.5,14.21,13.5
2020-01-06,PLATANO ISLA,93,70,36.25,36.82,36.25
2020-01-06,PLATANO MANZANO,11,15,16.0,16.79,15.75
2020-01-06,PLATANO MORADO,6,10,28.0,27.64,27.75
2020-01-06,PLATANO PALILLO,47,58,56.5,56.43,56.5
2020-01-06,PLATANO SEDA (SELVA),30,14,26.25,26.04,25.75
2020-01-06,PLATANO SEDA CONGO,47,45,26.75,26.61,26.5
2020-01-06,SANDIA,73,66,0.85,0.84,0.85
2020-01-06,TAMARINDO (CON CASCARA),1,1,4.65,4.71,4.65
2020-01-06,TAMARINDO (SIN CASCARA),1,1,5.65,5.69,5.65
2020-01-06,TORONJA COSTA,14,9,27.0,27.21,26.75
2020-01-06,TORONJA SELVA,11,10,17.0,17.14,16.75
2020-01-06,TUMBO,3,4,2.5,2.48,2.48
2020-01-06,TUNA AMARILLA,17,16,2.2,2.25,2.23
2020-01-06,TUNA BLANCA,9,19,2.25,2.24,2.25
2020-01-06,TUNA MORADA/ROSADA,7,11,2.2,2.25,2.23
2020-01-06,UVA ALFONSO LAVALETT,14,13,22.25,22.39,22.75
2020-01-06,UVA BORGOÑA,4,4,24.0,23.96,23.75
2020-01-06,UVA FLAME,9,9,19.0,18.79,18.75
2020-01-06,UVA FLEY,9,8,19.0,19.29,18.75
2020-01-06,UVA ITALIA,10,12,23.0,23.25,23.0
2020-01-06,UVA PALESTINA,5,9,28.0,27.07,27.5
2020-01-06,UVA PIROVANO,10,9,36.0,36.64,36.5
2020-01-06,UVA RED GLOBE,24,28,22.75,23.21,24.75
2020-01-06,UVA ROSADA,8,7,29.5,29.14,30.25
2020-01-06,UVA SUPERIOR,11,8,28.5,28.71,29.25
2020-01-06,YACON (LLACON),6,6,1.55,1.57,1.58
2020-01-06,ZAPOTE,3,4,36.0,36.0,35.25
2020-01-07,AGUAJE,5,7,25.75,25.11,27.25
2020-01-07,AGUAYMANTO,2,4,4.23,4.26,4.28
2020-01-07,ALBARICOQUE,4,7,3.28,3.27,3.28
2020-01-07,ARÁNDANO,2,2,5.38,5.2,5.75
2020-01-07,CAMU CAMU,1,1,5.75,5.8,6.25
2020-01-07,CARAMBOLA,4,9,22.25,21.5,22.25
2020-01-07,CHIRIMOYA CRIOLLA O HUAYCO,3,6,4.43,4.35,4.38
2020-01-07,CHIRIMOYA CUMBE,10,14,4.48,4.47,4.48
2020-01-07,CIRUELA NECTARINA (IMPORTADA),8,8,56.5,56.32,56.5
2020-01-07,CIRUELA ROJA/CRIOLLA,8,32,25.75,26.36,25.25
2020-01-07,COCO,12,22,1.65,1.62,1.63
2020-01-07,COCONA,6,18,32.75,31.45,34.25
2020-01-07,FRESA AROMA,9,7,3.18,3.03,3.08
2020-01-07,FRESA SAN ANDREAS,35,64,3.23,3.15,3.08
2020-01-07,GRANADA,7,13,53.75,62.0,49.25
2020-01-07,GRANADILLA (COSTA),9,12,25.5,24.25,26.5
2020-01-07,GRANADILLA (SELVA),22,28,34.5,30.21,38.5
2020-01-07,GUANABANA (COSTA),4,3,4.68,4.67,4.68
2020-01-07,GUANABANA (SELVA),4,5,5.28,5.33,5.3
2020-01-07,HIGO MADURO,3,4,35.5,35.89,34.75
2020-01-07,KIWI IMPORTADO CHILENO,6,6,82.75,84.89,81.75
2020-01-07,LIMA DULCE,7,5,3.18,3.14,3.08
2020-01-07,LIMON DULCE - SELVA,8,9,34.75,34.39,35.25
2020-01-07,LUCUMA BELTRAN,4,4,4.38,4.36,4.38
2020-01-07,LUCUMA DE SEDA,3,4,4.33,4.31,4.33
2020-01-07,MAMEY,8,7,3.23,3.14,3.23
2020-01-07,MANDARINA MALVACEA,9,14,2.28,2.22,2.28
2020-01-07,MANDARINA MURCOTT,7,5,2.35,2.3,2.58
2020-01-07,MANDARINA RIO DE ORO,9,10,2.38,2.38,2.58
2020-01-07,MANDARINA SATSUMA,64,72,2.78,2.79,2.83
2020-01-07,MANDARINA TANGERINA,10,15,18.25,18.0,18.25
2020-01-07,MANGO CRIOLLO,29,54,1.83,1.78,1.88
2020-01-07,MANGO EDWARD,62,109,17.25,15.46,17.25
2020-01-07,MANGO HADEN /HAYDE,45,46,1.03,1.02,1.03
2020-01-07,MANGO KAFRO,10,24,17.5,16.89,17.5
2020-01-07,MANGO KENT,7,21,1.25,1.26,1.23
2020-01-07,MANGO PICO DE LORO,9,27,21.75,20.89,21.75
2020-01-07,MANZANA CTE/PARA AGUA,37,26,22.75,21.86,22.75
2020-01-07,MANZANA DELICIA,55,103,44.75,45.43,44.5
2020-01-07,MANZANA GOLDEN,7,12,2.28,2.18,2.33
2020-01-07,MANZANA IMPORTADA,16,17,96.25,96.46,96.5
2020-01-07,MANZANA ISRAEL,24,59,0.83,0.78,0.83
2020-01-07,MANZANA WINTER,6,9,45.0,44.36,45.25
2020-01-07,MARACUYA,9,13,2.23,2.14,2.18
2020-01-07,MELOCOTON BLANQUILLO,10,26,43.75,42.07,45.75
2020-01-07,MELOCOTON DURAZNO HUAYCO,15,57,45.75,43.25,47.5
2020-01-07,MELON COQUITO,44,60,9.75,9.61,9.75
2020-01-07,MELON ESMERALDA,11,6,17.25,16.64,16.75
2020-01-07,MEMBRILLO CRIOLLO,10,22,2.33,2.34,2.53
2020-01-07,MEMBRILLO SERRANO,20,24,55.75,56.5,56.5
2020-01-07,NARANJA PRIMAVERA,25,32,1.45,1.39,1.48
2020-01-07,NARANJA TANGELO SELVA,23,51,38.5,38.46,39.25
2020-01-07,NARANJA VALENCIA,51,130,23.0,23.79,28.75
2020-01-07,NARANJA WASHINGTON NAVAL,17,16,2.53,2.58,2.53
2020-01-07,NONI,5,9,1.68,1.66,1.75
2020-01-07,PACAE DE SEDA,2,9,4.38,4.39,4.38
2020-01-07,PALTA CRIOLLA,11,13,20.25,21.57,19.75
2020-01-07,PALTA FUERTE,45,42,5.65,4.7,5.7
2020-01-07,PALTA HALL,11,21,21.5,22.11,21.25
2020-01-07,PALTA HASS,11,6,4.58,4.6,4.58
2020-01-07,PALTA LINDA,8,11,26.75,27.64,26.75
2020-01-07,PALTA NAVAL,4,4,5.45,5.42,5.48
2020-01-07,PALTA QUEEN,6,9,5.35,5.37,5.53
2020-01-07,PAPAYA (COSTA),8,12,21.75,21.75,20.75
2020-01-07,PAPAYA (SELVA),117,190,22.75,24.07,21.5
2020-01-07,PEPINO RAYADO O MELON,41,30,1.43,1.38,1.43
2020-01-07,PERA AGUA ITALIANA,14,14,43.5,43.46,42.75
2020-01-07,PERA AGUA PACKAM IMPORTADO,14,14,84.25,83.32,86.5
2020-01-07,PITAHAYA,6,6,20.5,19.04,20.75
2020-01-07,PIÑA CRIOLLA (SELVA),40,51,15.0,15.07,14.75
2020-01-07,PIÑA GOLDEN,55,87,26.5,24.39,24.75
2020-01-07,PIÑA HAWAIANA,35,50,1.53,1.61,1.5
2020-01-07,PLATANO BELLACO,71,79,56.5,56.82,56.25
2020-01-07,PLATANO BIZCOCHO,79,125,13.5,14.14,13.25
2020-01-07,PLATANO ISLA,70,108,36.25,36.75,36.25
2020-01-07,PLATANO MANZANO,15,22,15.75,16.64,15.25
2020-01-07,PLATANO MORADO,10,9,27.75,27.86,27.75
2020-01-07,PLATANO PALILLO,58,70,56.5,56.5,56.5
2020-01-07,PLATANO SEDA (SELVA),14,34,25.75,26.04,26.25
2020-01-07,PLATANO SEDA CONGO,45,86,26.5,26.61,26.25
2020-01-07,SANDIA,66,118,0.85,0.84,0.85
2020-01-07,TAMARINDO (CON CASCARA),1,2,4.65,4.71,4.75
2020-01-07,TORONJA COSTA,9,16,26.75,27.21,26.75
2020-01-07,TORONJA SELVA,10,12,16.75,17.14,16.75
2020-01-07,TUMBO,4,6,2.48,2.48,2.48
2020-01-07,TUNA AMARILLA,16,18,2.23,2.24,2.18
2020-01-07,TUNA BLANCA,19,15,2.25,2.24,2.23
2020-01-07,TUNA MORADA/ROSADA,11,9,2.23,2.24,2.18
2020-01-07,UVA ALFONSO LAVALETT,13,17,22.75,22.39,22.5
2020-01-07,UVA BORGOÑA,4,6,23.75,23.86,23.75
2020-01-07,UVA FLAME,9,24,18.75,18.79,18.75
2020-01-07,UVA FLEY,8,15,18.75,19.14,18.5
2020-01-07,UVA ITALIA,12,12,23.0,23.14,23.0
2020-01-07,UVA PALESTINA,9,7,27.5,27.18,27.25
2020-01-07,UVA PIROVANO,9,10,36.5,36.54,36.5
2020-01-07,UVA RED GLOBE,28,28,24.75,23.36,25.75
2020-01-07,UVA ROSADA,7,12,30.25,29.29,30.75
2020-01-07,UVA SUPERIOR,8,10,29.25,28.79,30.25
2020-01-07,YACON (LLACON),6,5,1.58,1.57,1.63
2020-01-07,ZAPOTE,4,4,35.25,35.63,34.75
2020-01-08,AGUAJE,7,5,27.25,25.39,27.5
2020-01-08,AGUAYMANTO,4,2,4.28,4.25,4.28
2020-01-08,ALBARICOQUE,7,6,3.28,3.27,3.38
2020-01-08,ARÁNDANO,2,3,5.75,5.34,5.5
2020-01-08,CAMU CAMU,1,1,6.25,5.95,6.25
2020-01-08,CARAMBOLA,9,6,22.25,21.5,22.25
2020-01-08,CHIRIMOYA CRIOLLA O HUAYCO,6,2,4.38,4.36,4.53
2020-01-08,CHIRIMOYA CUMBE,14,14,4.48,4.47,4.68
2020-01-08,CIRUELA NECTARINA (IMPORTADA),8,8,56.5,56.43,56.5
2020-01-08,CIRUELA ROJA/CRIOLLA,32,27,25.25,26.14,25.25
2020-01-08,COCO,22,13,1.63,1.62,1.65
2020-01-08,COCONA,18,8,34.25,31.95,33.75
2020-01-08,FRESA AROMA,7,8,3.08,3.05,2.85
2020-01-08,FRESA SAN ANDREAS,64,28,3.08,3.15,2.85
2020-01-08,GRANADA,13,6,49.25,59.39,47.5
2020-01-08,GRANADILLA (COSTA),12,7,26.5,24.57,27.25
2020-01-08,GRANADILLA (SELVA),28,30,38.5,31.61,40.5
2020-01-08,GUANABANA (COSTA),3,4,4.68,4.67,4.75
2020-01-08,GUANABANA (SELVA),5,5,5.3,5.31,5.35
2020-01-08,HIGO MADURO,4,4,34.75,35.75,36.25
2020-01-08,KIWI IMPORTADO CHILENO,6,7,81.75,84.21,81.5
2020-01-08,LIMA DULCE,5,9,3.08,3.13,3.08
2020-01-08,LIMON DULCE - SELVA,9,10,35.25,34.64,34.75
2020-01-08,LUCUMA BELTRAN,4,3,4.38,4.37,4.58
2020-01-08,LUCUMA DE SEDA,4,3,4.33,4.32,4.38
2020-01-08,MAMEY,7,8,3.23,3.16,3.23
2020-01-08,MANDARINA MALVACEA,14,12,2.28,2.24,2.55
2020-01-08,MANDARINA MURCOTT,5,8,2.58,2.35,2.73
2020-01-08,MANDARINA RIO DE ORO,10,10,2.58,2.41,2.73
2020-01-08,MANDARINA SATSUMA,72,97,2.83,2.8,2.88
2020-01-08,MANDARINA TANGERINA,15,13,18.25,18.0,18.5
2020-01-08,MANGO CRIOLLO,54,41,1.88,1.8,1.88
2020-01-08,MANGO EDWARD,109,102,17.25,15.71,17.75
2020-01-08,MANGO HADEN /HAYDE,46,37,1.03,1.02,1.03
2020-01-08,MANGO KAFRO,24,9,17.5,17.0,17.75
2020-01-08,MANGO KENT,21,10,1.23,1.25,1.23
2020-01-08,MANGO PICO DE LORO,27,12,21.75,21.04,22.25
2020-01-08,MANZANA CTE/PARA AGUA,26,25,22.75,22.07,22.75
2020-01-08,MANZANA DELICIA,103,78,44.5,45.18,45.75
2020-01-08,MANZANA GOLDEN,12,6,2.33,2.2,2.33
2020-01-08,MANZANA IMPORTADA,17,14,96.5,96.46,94.25
2020-01-08,MANZANA ISRAEL,59,36,0.83,0.79,0.8
2020-01-08,MANZANA WINTER,9,10,45.25,44.43,45.0
2020-01-08,MARACUYA,13,9,2.18,2.15,2.33
2020-01-08,MELOCOTON BLANQUILLO,26,10,45.75,42.57,46.5
2020-01-08,MELOCOTON DURAZNO HUAYCO,57,22,47.5,43.82,45.75
2020-01-08,MELON COQUITO,60,26,9.75,9.64,9.5
2020-01-08,MELON ESMERALDA,6,8,16.75,16.68,16.75
2020-01-08,MEMBRILLO CRIOLLO,22,12,2.53,2.37,2.38
2020-01-08,MEMBRILLO SERRANO,24,15,56.5,56.46,55.75
2020-01-08,NARANJA PRIMAVERA,32,32,1.48,1.41,1.48
2020-01-08,NARANJA TANGELO SELVA,51,40,39.25,38.61,39.25
2020-01-08,NARANJA VALENCIA,130,112,28.75,24.36,27.5
2020-01-08,NARANJA WASHINGTON NAVAL,16,22,2.53,2.56,2.45
2020-01-08,NONI,9,6,1.75,1.67,1.78
2020-01-08,PACAE DE SEDA,9,2,4.38,4.39,4.43
2020-01-08,PALTA CRIOLLA,13,8,19.75,21.04,19.5
2020-01-08,PALTA FUERTE,42,44,5.7,4.91,5.65
2020-01-08,PALTA HALL,21,8,21.25,21.64,20.75
2020-01-08,PALTA HASS,6,5,4.58,4.59,4.73
2020-01-08,PALTA LINDA,11,6,26.75,27.21,27.25
2020-01-08,PALTA NAVAL,4,3,5.48,5.42,5.48
2020-01-08,PALTA QUEEN,9,6,5.53,5.4,5.38
2020-01-08,PAPAYA (COSTA),12,12,20.75,21.75,22.25
2020-01-08,PAPAYA (SELVA),190,151,21.5,23.68,23.0
2020-01-08,PEPINO RAYADO O MELON,30,45,1.43,1.39,1.45
2020-01-08,PERA AGUA ITALIANA,14,21,42.75,43.32,40.5
2020-01-08,PERA AGUA PACKAM IMPORTADO,14,12,86.5,83.64,86.25
2020-01-08,PITAHAYA,6,5,20.75,19.36,21.25
2020-01-08,PIÑA CRIOLLA (SELVA),51,43,14.75,15.07,15.25
2020-01-08,PIÑA GOLDEN,87,72,24.75,24.61,25.25
2020-01-08,PIÑA HAWAIANA,50,45,1.5,1.59,1.5
2020-01-08,PLATANO BELLACO,79,71,56.25,56.68,56.25
2020-01-08,PLATANO BIZCOCHO,125,89,13.25,13.71,13.5
2020-01-08,PLATANO ISLA,108,75,36.25,36.61,37.75
2020-01-08,PLATANO MANZANO,22,11,15.25,16.14,15.25
2020-01-08,PLATANO MORADO,9,10,27.75,27.86,27.75
2020-01-08,PLATANO PALILLO,70,69,56.5,56.36,57.5
2020-01-08,PLATANO SEDA (SELVA),34,31,26.25,25.96,26.25
2020-01-08,PLATANO SEDA CONGO,86,62,26.25,26.54,26.75
2020-01-08,SANDIA,118,119,0.85,0.84,0.83
2020-01-08,TAMARINDO (CON CASCARA),2,1,4.75,4.72,4.75
2020-01-08,TORONJA COSTA,16,8,26.75,27.11,26.75
2020-01-08,TORONJA SELVA,12,16,16.75,16.93,16.75
2020-01-08,TUMBO,6,3,2.48,2.48,2.63
2020-01-08,TUNA AMARILLA,18,10,2.18,2.23,2.38
2020-01-08,TUNA BLANCA,15,11,2.23,2.24,2.43
2020-01-08,TUNA MORADA/ROSADA,9,9,2.18,2.23,2.38
2020-01-08,UVA ALFONSO LAVALETT,17,12,22.5,22.39,23.0
2020-01-08,UVA BORGOÑA,6,3,23.75,23.86,24.25
2020-01-08,UVA FLAME,24,8,18.75,18.79,18.75
2020-01-08,UVA FLEY,15,7,18.5,19.0,19.25
2020-01-08,UVA ITALIA,12,7,23.0,23.07,23.0
2020-01-08,UVA PALESTINA,7,6,27.25,27.25,27.75
2020-01-08,UVA PIROVANO,10,5,36.5,36.5,36.5
2020-01-08,UVA RED GLOBE,28,23,25.75,23.71,26.25
2020-01-08,UVA ROSADA,12,8,30.75,29.5,30.75
2020-01-08,UVA SUPERIOR,10,7,30.25,28.93,29.5
2020-01-08,YACON (LLACON),5,4,1.63,1.58,1.73
